user_query,expanded_query,classification,template,Expected_Depth,openai_final_answer,claude_final_answer,openai_retrieved_shlokas_count,openai_retrieved_shlokas_ids,claude_retrieved_shlokas_count,claude_retrieved_shlokas_ids
Why did Bharata plan to enter the fire if Rama didn't return on time?,"Bharata planned to enter the fire (Agni Pariksha) as an act of extreme devotion and sacrifice, believing that if Rama did not return in time, it would be his duty to uphold dharma and honor Rama's rightful place as king. This reflects Bharata's deep loyalty and love for his brother.",Loyalty-driven decisions,T1,Detail: He had vowed to end his life if Rama delayed even by a single day past the 14 years.,"Bharata planned to enter the fire if Rama did not return on time because of his profound loyalty and commitment to Rama. In Ayodhya Kanda 21.17, Bharata tells his mother that if Rama enters a blazing fire, she should know that he has already entered it first. This act signifies Bharata's readiness to sacrifice himself, showcasing his loyalty and dedication toward fulfilling his duties as he perceives them regarding Rama.","According to the text, Bharata planned to enter the fire if Rama did not return on time because Bharata was deeply devoted to Rama and considered him more worthy than himself. The text states that Bharata was ""affectionate towards his brothers and who is dearer to me than my life"" and that ""if you accede to the prayers of Bharata, you will not ignore the call of your soul."" Bharata was prepared to sacrifice himself out of his strong loyalty and devotion to Rama.",20,"ayodhya-kanda-12-25, ayodhya-kanda-19-26, ayodhya-kanda-97-11, ayodhya-kanda-103-30, bala-kanda-1-34, bala-kanda-1-40, ayodhya-kanda-8-18, ayodhya-kanda-21-17, ayodhya-kanda-115-12, ayodhya-kanda-34-55, ayodhya-kanda-79-11, ayodhya-kanda-111-7, ayodhya-kanda-1-20, ayodhya-kanda-96-24, ayodhya-kanda-99-24, ayodhya-kanda-97-8, bala-kanda-1-39, ayodhya-kanda-8-29, ayodhya-kanda-111-19, ayodhya-kanda-18-36",20,"ayodhya-kanda-21-17, ayodhya-kanda-111-19, ayodhya-kanda-12-25, ayodhya-kanda-93-22, ayodhya-kanda-103-30, ayodhya-kanda-11-24, ayodhya-kanda-97-11, ayodhya-kanda-99-24, ayodhya-kanda-45-6, ayodhya-kanda-79-11, ayodhya-kanda-34-55, ayodhya-kanda-8-18, ayodhya-kanda-111-7, ayodhya-kanda-115-12, ayodhya-kanda-83-4, bala-kanda-1-34, ayodhya-kanda-18-36, ayodhya-kanda-1-20, ayodhya-kanda-115-13, ayodhya-kanda-97-8"
Where did Sita live during her second exile?,"During her second exile, Sita lived in the hermitage of Sage Valmiki, located in the forest. This is where she gave birth to her sons, Lava and Kusha.",Post-war events,T1,Fact: Valmiki's Ashram.,The text does not state where Sita lived during her second exile. The citations provided detail events during the initial exile into the forest but do not address a second exile for Sita.,"According to the citations, Sita lived in the Bharadwaja hermitage during her second exile with Rama and Lakshmana. After following them into the forest, Sita stayed the night in the lovely hermitage of the sage Bharadwaja, where Rama, Lakshmana and Sita propitiated the celestial beings with forest offerings.",20,"ayodhya-kanda-42-19, ayodhya-kanda-44-6, ayodhya-kanda-37-35, ayodhya-kanda-30-29, ayodhya-kanda-37-18, ayodhya-kanda-39-17, ayodhya-kanda-37-23, ayodhya-kanda-60-7, bala-kanda-66-13, ayodhya-kanda-38-3, ayodhya-kanda-54-10, ayodhya-kanda-52-67, ayodhya-kanda-39-15, bala-kanda-77-12, ayodhya-kanda-28-5, ayodhya-kanda-28-22, ayodhya-kanda-54-12, ayodhya-kanda-54-35, ayodhya-kanda-56-34, ayodhya-kanda-26-19",20,"ayodhya-kanda-42-19, ayodhya-kanda-44-6, ayodhya-kanda-37-35, ayodhya-kanda-30-29, ayodhya-kanda-37-18, ayodhya-kanda-39-17, ayodhya-kanda-37-23, ayodhya-kanda-60-7, bala-kanda-66-13, ayodhya-kanda-38-3, ayodhya-kanda-54-10, ayodhya-kanda-52-67, ayodhya-kanda-39-15, bala-kanda-77-12, ayodhya-kanda-28-5, ayodhya-kanda-28-22, ayodhya-kanda-54-12, ayodhya-kanda-54-35, ayodhya-kanda-56-34, ayodhya-kanda-26-19"
How did Rama identify Luv and Kush?,"Rama identified Luv and Kush as his sons through their remarkable skills in archery and their knowledge of the Ramayana, which they demonstrated during the Ashwamedha Yagna.",Character identity,T1,Detail: By their singing of the Ramayana which Valmiki taught them.,"Rama identified Lava and Kusha by observing their striking resemblance to the twin deities, the Aswini Kumaras. The text describes Rama as watching the two boys, noting their similarity in appearance and valor, like the divine twins. This observation led to Rama recognizing their noble lineage.",The text does not state how Rama identified Luv and Kush. The citations provided do not discuss this event.,15,"kishkindha-kanda-12-19, bala-kanda-22-8, bala-kanda-22-10, bala-kanda-22-9, yuddha-kanda-100-32, ayodhya-kanda-118-46, yuddha-kanda-75-35, sundara-kanda-31-6, yuddha-kanda-80-34, yuddha-kanda-25-31, bala-kanda-66-5, bala-kanda-41-16, ayodhya-kanda-86-12, kishkindha-kanda-15-17, ayodhya-kanda-118-48",15,"ayodhya-kanda-72-42, kishkindha-kanda-15-17, ayodhya-kanda-46-1, yuddha-kanda-69-15, ayodhya-kanda-9-34, ayodhya-kanda-54-12, ayodhya-kanda-55-16, ayodhya-kanda-103-21, bala-kanda-22-10, yuddha-kanda-131-111, ayodhya-kanda-56-34, yuddha-kanda-131-110, bala-kanda-22-9, bala-kanda-22-8, ayodhya-kanda-40-3"
Who came to take Lakshmana away at the end of the epic?,"At the end of the epic, Lakshmana is taken away by the celestial chariot sent by Lord Indra, the king of the gods, to bring him to the heavenly realms after his death in the battle.",Character identity,T1,"Detail: Kala (Time) disguised as a sage, necessitating Lakshmana's separation from Rama.","At the end of the epic, Matali, Indra's charioteer, who had been given permission by Raghava (Rama), returned to heaven using the divine chariot bestowed upon Raghava by Indra. This is indicated when Matali was seen taking Raghava's permission and returning the wonderful chariot to heaven.","According to the text, at the end of the epic it was Matali, the charioteer of Indra, who came to take Lakshmana away. The Yuddha Kanda (sixth book) states that after Indrajith was killed, ""Matali, charioteer of Indra too taking Raghava's permission went to heaven in that wonderful chariot"" (Yuddha Kanda 115.5). The text also says that ""Bidding farewell to Matali joyously, honourable Raghava returned the aerial chariot bestowed to him by Indra"" (Yuddha Kanda 115.4).",15,"yuddha-kanda-92-5, yuddha-kanda-4-19, yuddha-kanda-115-5, bala-kanda-45-44, yuddha-kanda-131-27, yuddha-kanda-80-11, aranya-kanda-5-24, yuddha-kanda-115-4, yuddha-kanda-80-22, yuddha-kanda-30-31, yuddha-kanda-90-53, kishkindha-kanda-33-65, yuddha-kanda-93-3, ayodhya-kanda-31-29, yuddha-kanda-90-40",15,"yuddha-kanda-92-5, yuddha-kanda-4-19, yuddha-kanda-115-5, bala-kanda-45-44, yuddha-kanda-131-27, yuddha-kanda-80-11, aranya-kanda-5-24, yuddha-kanda-115-4, yuddha-kanda-80-22, yuddha-kanda-30-31, yuddha-kanda-90-53, yuddha-kanda-93-3, kishkindha-kanda-33-65, ayodhya-kanda-31-29, yuddha-kanda-90-40"
Who is Sumitra?,"Sumitra is one of King Dasharatha's three queens in the Valmiki Ramayana. She is the mother of Lakshmana and Shatrughna, and is known for her wisdom and support in the epic's events.",Character identity,T1,"Identity: One of Dasharatha's wives, mother of Lakshmana and Shatrughna.","Sumitra is one of the queens, the mother of Lakshmana and Satrughna. She is described as knowledgeable in righteousness and a middle wife of King Dasaratha. Sumitra is seen leaning on Queen Kausalya's arm, showing her grief, and she is compared to a withered branch of a karnikara tree due to her sorrow. She also holds a special place in respect and love, paralleling the regard given to Kausalya and the other queens.","According to the text, Sumitra is the mother of the heroes Lakshmana and Satrughna. She is described as a queen, knowledgeable in righteousness, and the ""middle mother"" along with Kausalya and Kaikeyi. The text states that Sumitra was standing by Kausalya's side, plunged in grief, resembling a withered branch of a karnikara tree in the forest. Sumitra is said to be the mother of the two valiant princes, equal to gods in beauty and possessing true prowess.",15,"ayodhya-kanda-92-22, ayodhya-kanda-92-23, ayodhya-kanda-65-18, sundara-kanda-35-34, bala-kanda-3-5, ayodhya-kanda-70-9, ayodhya-kanda-103-21, sundara-kanda-55-25, ayodhya-kanda-44-30, sundara-kanda-39-2, sundara-kanda-65-2, sundara-kanda-25-11, sundara-kanda-65-1, bala-kanda-77-12, bala-kanda-1-27",15,"ayodhya-kanda-92-22, ayodhya-kanda-92-23, ayodhya-kanda-65-18, sundara-kanda-35-34, bala-kanda-3-5, ayodhya-kanda-70-9, sundara-kanda-65-2, sundara-kanda-65-1, ayodhya-kanda-103-21, sundara-kanda-27-20, bala-kanda-1-27, ayodhya-kanda-44-30, sundara-kanda-25-11, sundara-kanda-55-25, sundara-kanda-16-22"
Who is Jambavan in the Valmiki text?,Jambavan is the king of bears and a wise ally of Rama in the Valmiki Ramayana. He plays a crucial role in advising and supporting Rama during the search for Sita.,Character identity,T1,"Identity: A wise Riksha (Bear) lord, not a monkey, born from Brahma.","Jambavan is the king of bears, known for his great valor and leadership. He is referred to as 'ऋक्षराजः' (king of bears) and is glorious, standing before Sugriva with many warriors. During the battle, Jambavan displayed his strength and leadership by restoring the Vanaras' confidence and aiding in critical situations. He is also identified as the brother of Dhumra, possessing significant strength and dedication, as stated in multiple instances throughout the text.","According to the Valmiki Ramayana, Jambavan is the mighty king of the bears, also known as the Rkshaparthiva. He is described as being endowed with great valor, and as the superior leader among the vanara (monkey) forces that accompanied Rama. Jambavan is the younger brother of Dhumra, another powerful bear warrior. He is depicted as devoted to his elders and intolerant of enemies, and played a key role in the war against Ravana in Lanka.",15,"kishkindha-kanda-39-27, yuddha-kanda-90-22, kishkindha-kanda-59-2, yuddha-kanda-74-13, bala-kanda-17-33, yuddha-kanda-42-29, yuddha-kanda-27-9, yuddha-kanda-50-11, yuddha-kanda-27-8, yuddha-kanda-27-11, yuddha-kanda-27-10, yuddha-kanda-74-26, bala-kanda-1-34, yuddha-kanda-99-11, yuddha-kanda-37-2",15,"kishkindha-kanda-39-27, yuddha-kanda-90-22, kishkindha-kanda-59-2, yuddha-kanda-74-13, bala-kanda-17-33, yuddha-kanda-42-29, yuddha-kanda-27-9, yuddha-kanda-50-11, yuddha-kanda-27-8, yuddha-kanda-27-11, yuddha-kanda-27-10, yuddha-kanda-74-26, bala-kanda-1-34, yuddha-kanda-99-11, yuddha-kanda-37-2"
Identity the character: A rakshasa spy who advised Ravana to abduct Sita to break Rama's spirit.,"The character is Maricha, a rakshasa (demon) who served as a spy for Ravana. He advised Ravana to abduct Sita to weaken Rama's resolve and spirit.",Character identity,T1,Identity: Akampana.,"The character who advised Ravana in the abduction of Sita and transformed into a deer to carry out the plan was Maricha. Maricha was a rakshasa, and after hearing Ravana's words, he transformed into a deer to lure Rama away from the hermitage, thereby facilitating Sita's abduction. Maricha's actions were instrumental in Ravana's plan to abduct Sita, as he created a situation where Lakshmana was also drawn away, leaving Sita alone.","The character who acted as a rakshasa spy and advised Ravana in abduction plans involving Sita is Maricha. According to the text, Maricha was summoned by Ravana and was an integral part of the plan to abduct Sita. He transformed into a golden deer to lure Rama away from the hermitage, thus aiding in the abduction. His actions directly facilitated Ravana's plot against Rama and Sita.",15,"aranya-kanda-35-39, aranya-kanda-42-14, bala-kanda-1-49, aranya-kanda-31-36, aranya-kanda-31-42, aranya-kanda-31-41, aranya-kanda-44-17, bala-kanda-3-21, aranya-kanda-57-7, aranya-kanda-57-8, aranya-kanda-31-37, bala-kanda-1-52, yuddha-kanda-129-22, aranya-kanda-42-20, aranya-kanda-44-18",15,"aranya-kanda-42-14, aranya-kanda-35-39, bala-kanda-1-49, aranya-kanda-31-36, aranya-kanda-31-42, aranya-kanda-31-41, aranya-kanda-44-17, aranya-kanda-57-7, bala-kanda-3-21, bala-kanda-1-52, aranya-kanda-57-8, yuddha-kanda-129-22, aranya-kanda-31-37, aranya-kanda-44-18, aranya-kanda-42-20"
Who is Janaka?,"Janaka is the king of Mithila, known for his wisdom and righteousness. He is the father of Sita, the wife of Lord Rama, and is revered for his role in the Ramayana.",Character identity,T1,"Identity: King of Mithila, father of Sita.","Janaka is the king of Mithila, known for his heroic valor and profound knowledge of scriptures and the Vedas. He is renowned for righteousness and justice as a kshatriya. Janaka is also the father of Sita, who is married to Rama. He is described as an ancient ally and a distinguished leader in his realm.","Janaka is the king of Mithila, known for his heroic valor and righteousness. He is proficient in all scriptures and the Vedas, making him a distinguished ruler. Janaka is also the father of Sita, who was discovered when the land was tilled by a plough. He is depicted as a wise and just king, engaged in the duties of a Kshatriya.",15,"ayodhya-kanda-118-27, bala-kanda-13-21, bala-kanda-13-20, bala-kanda-50-11, aranya-kanda-47-3, bala-kanda-74-7, sundara-kanda-33-16, bala-kanda-67-22, kishkindha-kanda-1-106, bala-kanda-69-15, sundara-kanda-16-16, ayodhya-kanda-54-12, sundara-kanda-13-16, ayodhya-kanda-54-11, sundara-kanda-16-15",15,"ayodhya-kanda-118-27, bala-kanda-13-21, bala-kanda-13-20, bala-kanda-50-11, aranya-kanda-47-3, bala-kanda-74-7, sundara-kanda-33-16, bala-kanda-67-22, kishkindha-kanda-1-106, bala-kanda-69-15, sundara-kanda-16-16, ayodhya-kanda-54-12, sundara-kanda-13-16, ayodhya-kanda-54-11, sundara-kanda-16-15"
Who is the father of Vali and Sugriva?,"The father of Vali and Sugriva is King Dasharatha, who is the ruler of the Ikshvaku dynasty. Vali and Sugriva are brothers and significant characters in the Valmiki Ramayana.",Character lineage,T1,Lineage: Vali is the son of Indra; Sugriva is the son of Surya (born from the same mother/riksha).,The text does not state the father of Vali and Sugriva.,"According to the retrieved texts, the father of Vali and Sugriva is not explicitly mentioned. The focus is primarily on their roles and relationships with other characters. There are references to their actions and lineage, but their paternal line is not directly addressed in these citations.",10,"yuddha-kanda-26-18, sundara-kanda-51-10, kishkindha-kanda-15-17, kishkindha-kanda-43-1, kishkindha-kanda-12-30, bala-kanda-3-24, kishkindha-kanda-12-15, kishkindha-kanda-24-20, sundara-kanda-58-139, kishkindha-kanda-55-8",10,"yuddha-kanda-26-18, sundara-kanda-51-10, kishkindha-kanda-15-17, kishkindha-kanda-43-1, kishkindha-kanda-12-30, bala-kanda-3-24, kishkindha-kanda-12-15, kishkindha-kanda-24-20, sundara-kanda-58-139, kishkindha-kanda-55-8"
Trace the lineage of Vishvamitra.,"Vishvamitra is a revered sage in the Valmiki Ramayana, originally a king of the Kshatriya clan, born as Kaushika. He later became a Brahmarshi (great sage) through intense penance. His lineage traces back to the Ikshvaku dynasty.",Character lineage,T1,"Lineage: Born a King (Kshatriya), son of Gadhi, descended from Kusha, later became a Brahmarishi.","Visvamitra's lineage is indicated through his connection with the Kausiki river, which is described as 'brightening the image of your dynasty' (Bala Kanda 34.21). Although the specific ancestor names are not provided in the cited texts, Visvamitra is portrayed as highly illustrious and renowned for his prowess (Bala Kanda 21.19).","According to the Ramayana, Vishvamitra's lineage can be traced as follows:

Vishvamitra was a highly illustrious and powerful sage, the spiritual protector of the Ikshvaku dynasty [Bala Kanda 70.16]. He was known for his great prowess, intellect, and dedication to asceticism [Bala Kanda 21.10, 21.19]. Vishvamitra had entrusted the rule of his kingdom to one of his sons and retreated to the forest [Bala Kanda 55.11]. He was described as having a rivalry with the sage Vasishta, another prominent figure in the Ramayana [Bala Kanda 55.20].",10,"bala-kanda-34-21, bala-kanda-21-10, bala-kanda-70-16, bala-kanda-55-20, bala-kanda-51-28, bala-kanda-18-46, bala-kanda-72-1, bala-kanda-21-19, bala-kanda-31-24, bala-kanda-7-4",10,"bala-kanda-34-21, bala-kanda-55-20, bala-kanda-55-11, bala-kanda-70-16, bala-kanda-51-28, kishkindha-kanda-11-63, bala-kanda-21-10, bala-kanda-21-19, bala-kanda-72-1, kishkindha-kanda-11-21"
What role does Garuda play in the war?,"Garuda is the divine eagle and vehicle of Lord Vishnu, symbolizing strength and speed. In the Ramayana, he aids Lord Rama by providing support and guidance during the war against Ravana, showcasing his loyalty and divine power.",Character role in story,T1,Role: He arrives to free Rama and Lakshmana from the Naga-Pasha (serpent bonds).,"Garuda, the mighty bird and the son of Vinata, plays a pivotal role in the war by aiding Rama. In Yuddha Kanda 50.36, Garuda is perceived by the Vanaras as a blazing fire. His presence is crucial as he assists in overcoming the serpent weapons used by the demon chiefs, which is mentioned in Sundara Kanda 21.27, where Garuda is likened to swiftly extirpating serpents.","Garuda plays a significant role in assisting Rama during the war by destroying serpent-like creatures. In Yuddha Kanda 103.27, it is mentioned that Rama's shafts transformed into eagle shapes, resembling Garuda, to overcome the serpent forms created by the enemy. Garuda is thus metaphorically represented through these shafts due to his ability to overcome serpents, aligning with the description given in Sundara Kanda 21.27, where Rama is compared to Garuda in exterminating the demon leaders who took serpent forms.",20,"yuddha-kanda-103-27, sundara-kanda-21-27, yuddha-kanda-50-36, yuddha-kanda-131-51, yuddha-kanda-130-30, sundara-kanda-6-32, sundara-kanda-6-31, sundara-kanda-1-180, sundara-kanda-1-173, sundara-kanda-1-176, kishkindha-kanda-67-24, sundara-kanda-1-178, kishkindha-kanda-67-23, sundara-kanda-1-177, sundara-kanda-1-175, sundara-kanda-48-18, sundara-kanda-1-174, sundara-kanda-1-179, yuddha-kanda-27-20, bala-kanda-43-31",20,"yuddha-kanda-103-27, sundara-kanda-21-27, yuddha-kanda-50-36, yuddha-kanda-131-51, yuddha-kanda-130-30, sundara-kanda-6-32, sundara-kanda-6-31, sundara-kanda-1-180, sundara-kanda-1-173, sundara-kanda-1-176, kishkindha-kanda-67-24, sundara-kanda-1-178, kishkindha-kanda-67-23, sundara-kanda-1-177, sundara-kanda-1-175, sundara-kanda-48-18, sundara-kanda-1-174, sundara-kanda-1-179, yuddha-kanda-27-20, bala-kanda-43-31"
